Rk,Season,Tm,Lg,G,W,L,W/L%,MOV,SOS,SRS,Pace,ORtg,DRtg,eFG%,TS%,TOV%,ORB%,FT/FGA,opp_eFG%,opp_TS%,opp_TOV%,opp_ORB%,opp_FT/FGA
158,2015-16,PHI,NBA,82,10,72,.122,-10.23,0.31,-9.92,97.9,98.8,109.2,.487,0.519,14.8,20.6,0.186,.510,0.555,13.5,26.0,0.240
159,2015-16,ORL,NBA,82,35,47,.427,-1.62,-0.06,-1.68,96.0,105.1,106.8,.500,0.533,12.8,23.1,0.175,.513,0.551,13.8,23.5,0.215
160,2015-16,OKC*,NBA,82,55,27,.671,7.28,-0.19,7.09,96.7,113.1,105.6,.524,0.565,14.0,31.1,0.228,.484,0.524,11.7,24.0,0.205
161,2015-16,NYK,NBA,82,32,50,.390,-2.73,0.00,-2.74,93.4,104.6,107.6,.483,0.527,12.6,23.7,0.205,.487,0.526,10.5,24.2,0.204
162,2015-16,NOP,NBA,82,30,52,.366,-3.79,0.24,-3.56,96.8,105.6,109.5,.498,0.537,12.3,21.2,0.201,.523,0.564,12.7,21.2,0.225
163,2015-16,MIN,NBA,82,29,53,.354,-3.54,0.15,-3.38,95.2,106.5,110.1,.498,0.549,13.9,24.3,0.263,.524,0.559,13.6,25.3,0.200
164,2015-16,MIL,NBA,82,33,49,.402,-4.18,0.20,-3.98,94.2,104.3,108.7,.499,0.537,14.2,24.9,0.207,.510,0.551,14.2,26.9,0.221
165,2015-16,MIA*,NBA,82,48,34,.585,1.65,-0.14,1.50,93.6,106.1,104.4,.508,0.545,13.3,23.8,0.210,.485,0.525,12.1,22.2,0.196
166,2015-16,MEM*,NBA,82,42,40,.512,-2.24,0.11,-2.14,93.3,105.4,107.8,.477,0.524,12.3,25.3,0.231,.518,0.563,15.2,24.9,0.251
167,2015-16,LAL,NBA,82,17,65,.207,-9.56,0.64,-8.92,95.6,101.6,111.6,.460,0.509,12.5,23.1,0.228,.523,0.556,11.6,25.3,0.202
168,2015-16,LAC*,NBA,82,53,29,.646,4.28,-0.15,4.13,95.8,108.3,103.8,.524,0.556,12.1,20.1,0.220,.480,0.523,13.8,26.2,0.222
169,2015-16,IND*,NBA,82,45,37,.549,1.71,-0.09,1.62,96.6,104.6,102.9,.497,0.536,13.5,23.4,0.205,.489,0.528,14.3,24.0,0.205
170,2015-16,HOU*,NBA,82,41,41,.500,0.20,0.14,0.34,97.6,108.3,108.1,.516,0.553,14.2,25.7,0.244,.516,0.554,14.7,27.2,0.219
171,2015-16,GSW*,NBA,82,73,9,.890,10.76,-0.38,10.38,99.3,114.5,103.8,.563,0.593,13.5,23.5,0.191,.479,0.520,12.6,24.0,0.208
172,2015-16,DET*,NBA,82,44,38,.537,0.61,-0.18,0.43,95.1,106.1,105.5,.491,0.522,12.2,27.0,0.197,.504,0.542,12.5,20.7,0.196
173,2015-16,DEN,NBA,82,33,49,.402,-3.10,0.29,-2.81,95.7,105.6,108.9,.489,0.531,13.2,25.8,0.216,.515,0.554,12.6,22.7,0.216
174,2015-16,DAL*,NBA,82,42,40,.512,-0.30,0.29,-0.02,94.3,106.7,107.0,.502,0.544,12.0,20.6,0.211,.504,0.540,12.8,23.8,0.198
175,2015-16,CLE*,NBA,82,57,25,.695,6.00,-0.55,5.45,93.3,110.9,104.5,.524,0.558,12.7,25.1,0.194,.496,0.534,12.6,21.5,0.205
176,2015-16,CHO*,NBA,82,48,34,.585,2.72,-0.36,2.36,95.7,107.1,104.3,.502,0.545,11.7,20.0,0.222,.496,0.534,12.5,20.2,0.191
177,2015-16,CHI,NBA,82,42,40,.512,-1.48,0.01,-1.46,95.7,105.0,106.5,.487,0.526,12.6,24.5,0.189,.485,0.520,10.7,25.1,0.182
178,2015-16,BRK,NBA,82,21,61,.256,-7.35,0.24,-7.12,95.2,103.2,110.9,.492,0.527,13.6,24.1,0.186,.534,0.565,13.1,24.3,0.176
179,2015-16,BOS*,NBA,82,48,34,.585,3.21,-0.37,2.84,98.5,106.8,103.6,.488,0.531,12.1,25.1,0.208,.487,0.531,14.6,25.4,0.231
180,2015-16,ATL*,NBA,82,48,34,.585,3.61,-0.12,3.49,97.1,105.1,101.4,.516,0.552,13.8,19.1,0.185,.480,0.518,14.4,25.4,0.194
181,2014-15,WAS*,NBA,82,46,36,.561,0.72,-0.55,0.17,93.7,103.7,103.0,.499,0.534,14.0,24.9,0.192,.481,0.521,12.9,22.7,0.210
182,2014-15,UTA,NBA,82,38,44,.463,0.22,0.49,0.71,90.4,105.1,104.9,.494,0.531,14.6,29.1,0.214,.491,0.529,12.8,23.7,0.199
183,2014-15,TOR*,NBA,82,49,33,.598,3.07,-0.62,2.45,92.8,111.0,107.7,.508,0.553,12.0,25.6,0.232,.506,0.542,13.4,26.7,0.208
184,2014-15,SAS*,NBA,82,55,27,.671,6.20,0.14,6.34,93.8,108.5,102.0,.517,0.555,13.1,23.4,0.200,.484,0.521,13.3,22.7,0.190
185,2014-15,SAC,NBA,82,29,53,.354,-3.71,0.64,-3.07,95.4,105.3,109.2,.490,0.542,14.8,26.5,0.276,.507,0.543,11.8,24.8,0.200
186,2014-15,POR*,NBA,82,51,31,.622,4.23,0.18,4.41,94.2,108.2,103.7,.508,0.544,12.6,24.2,0.180,.476,0.513,11.3,23.8,0.182
187,2014-15,PHO,NBA,82,39,43,.476,-0.90,0.52,-0.38,96.3,105.3,106.2,.501,0.537,13.7,24.5,0.191,.497,0.539,14.0,26.5,0.221
188,2014-15,PHI,NBA,82,18,64,.220,-8.98,-0.07,-9.04,95.7,95.5,104.8,.459,0.494,16.0,25.5,0.195,.497,0.539,15.2,27.0,0.225
189,2014-15,ORL,NBA,82,25,57,.305,-5.72,-0.15,-5.87,93.8,101.6,107.7,.494,0.524,14.0,23.1,0.168,.514,0.551,13.6,24.0,0.210
190,2014-15,OKC,NBA,82,45,37,.549,2.18,0.28,2.47,95.7,107.8,105.5,.492,0.532,13.1,28.9,0.214,.489,0.529,12.4,24.4,0.213
191,2014-15,NYK,NBA,82,17,65,.207,-9.32,-0.18,-9.50,91.2,99.9,110.0,.470,0.508,14.0,24.5,0.180,.512,0.554,13.3,26.9,0.234
192,2014-15,NOP*,NBA,82,45,37,.549,0.79,0.34,1.13,91.4,108.2,107.3,.501,0.537,12.5,27.1,0.198,.496,0.533,11.7,24.9,0.195
193,2014-15,MIN,NBA,82,16,66,.195,-8.79,0.79,-8.00,94.4,102.9,112.2,.468,0.517,13.7,26.6,0.240,.537,0.569,13.9,28.4,0.187
194,2014-15,MIL*,NBA,82,41,41,.500,0.43,-0.52,-0.09,94.1,102.7,102.2,.499,0.536,15.5,25.4,0.195,.487,0.528,15.9,26.7,0.221
195,2014-15,MIA,NBA,82,37,45,.451,-2.60,-0.32,-2.92,90.9,103.9,106.7,.500,0.540,14.5,23.2,0.227,.505,0.542,14.2,26.6,0.213
196,2014-15,MEM*,NBA,82,55,27,.671,3.24,0.38,3.62,92.0,105.7,102.2,.489,0.531,12.6,24.7,0.214,.492,0.526,14.5,24.7,0.183
197,2014-15,LAL,NBA,82,21,61,.256,-6.84,0.67,-6.17,94.0,103.4,110.6,.473,0.513,12.1,25.4,0.204,.518,0.557,12.1,23.7,0.231
198,2014-15,LAC*,NBA,82,56,26,.683,6.59,0.22,6.80,94.7,112.4,105.5,.533,0.565,11.6,22.8,0.215,.493,0.535,13.2,24.3,0.231
199,2014-15,IND,NBA,82,38,44,.463,0.28,-0.51,-0.23,93.2,103.5,103.2,.484,0.523,13.1,24.0,0.201,.478,0.521,12.0,22.1,0.217
200,2014-15,HOU*,NBA,82,56,26,.683,3.44,0.38,3.82,96.5,107.0,103.4,.512,0.548,15.0,26.8,0.223,.486,0.526,14.6,27.1,0.208
201,2014-15,GSW*,NBA,82,67,15,.817,10.10,-0.09,10.01,98.3,111.6,101.4,.540,0.571,13.1,24.1,0.184,.470,0.514,14.3,25.5,0.217
202,2014-15,DET,NBA,82,32,50,.390,-1.00,-0.39,-1.39,92.8,105.3,106.4,.482,0.515,12.3,27.7,0.184,.502,0.539,13.2,25.0,0.192
203,2014-15,DEN,NBA,82,30,52,.366,-3.55,0.48,-3.07,96.1,104.5,108.2,.479,0.518,12.7,26.6,0.204,.504,0.546,13.0,25.3,0.239
204,2014-15,DAL*,NBA,82,50,32,.610,2.90,0.46,3.36,95.2,109.5,106.4,.515,0.550,11.9,23.6,0.197,.503,0.541,14.7,27.8,0.204
205,2014-15,CLE*,NBA,82,53,29,.646,4.48,-0.40,4.08,92.3,111.1,106.3,.520,0.557,13.4,26.8,0.216,.502,0.535,12.6,25.3,0.177
206,2014-15,CHO,NBA,82,33,49,.402,-3.17,-0.27,-3.44,93.0,100.1,103.5,.456,0.498,11.2,22.1,0.202,.487,0.525,12.0,20.7,0.188
207,2014-15,CHI*,NBA,82,50,32,.610,3.00,-0.46,2.54,92.8,107.5,104.3,.489,0.536,12.9,27.0,0.238,.473,0.510,11.3,25.6,0.182
208,2014-15,BRK*,NBA,82,38,44,.463,-2.88,-0.25,-3.13,92.7,104.4,107.4,.491,0.529,13.0,23.9,0.200,.506,0.539,12.9,26.3,0.185
209,2014-15,BOS*,NBA,82,40,42,.488,0.16,-0.56,-0.40,95.8,104.7,104.5,.489,0.523,12.5,24.7,0.176,.494,0.533,13.7,25.0,0.208
210,2014-15,ATL*,NBA,82,60,22,.732,5.43,-0.68,4.75,93.9,108.9,103.1,.527,0.563,13.5,21.4,0.201,.492,0.528,14.9,26.6,0.185
211,2013-14,WAS*,NBA,82,44,38,.537,1.27,-0.79,0.48,93.2,106.0,104.6,.506,0.538,13.6,25.2,0.181,.504,0.545,15.0,24.3,0.220
212,2013-14,UTA,NBA,82,25,57,.305,-7.17,0.91,-6.27,91.4,103.5,111.3,.484,0.523,13.9,25.5,0.202,.518,0.559,12.1,25.5,0.227
213,2013-14,TOR*,NBA,82,48,34,.585,3.24,-0.69,2.55,91.8,108.8,105.3,.498,0.545,13.2,27.2,0.239,.493,0.537,14.1,25.1,0.237
214,2013-14,SAS*,NBA,82,62,20,.756,7.72,0.28,8.00,95.0,110.5,102.4,.537,0.571,13.5,22.7,0.188,.482,0.519,12.8,23.6,0.184
215,2013-14,SAC,NBA,82,28,54,.341,-2.90,0.82,-2.08,94.4,105.7,108.8,.484,0.532,13.9,27.8,0.251,.512,0.552,12.7,23.4,0.234
216,2013-14,POR*,NBA,82,54,28,.659,3.99,0.45,4.44,94.9,111.5,107.4,.504,0.548,12.4,28.0,0.220,.488,0.526,11.0,25.3,0.194
217,2013-14,PHO,NBA,82,48,34,.585,2.63,0.39,3.02,95.8,109.5,106.7,.519,0.558,14.0,26.4,0.222,.496,0.541,13.9,26.3,0.237
218,2013-14,PHI,NBA,82,19,63,.232,-10.45,-0.21,-10.66,99.2,99.4,109.9,.475,0.510,14.8,24.8,0.190,.524,0.565,14.9,27.6,0.244
219,2013-14,ORL,NBA,82,23,59,.280,-5.44,-0.44,-5.88,93.6,101.7,107.4,.487,0.525,13.9,22.4,0.193,.504,0.544,13.0,24.5,0.211
220,2013-14,OKC*,NBA,82,59,23,.720,6.34,0.32,6.66,95.4,110.5,103.9,.520,0.566,14.0,26.5,0.244,.488,0.528,13.9,24.4,0.221
221,2013-14,NYK,NBA,82,37,45,.451,-0.79,-0.61,-1.40,90.3,108.3,109.1,.505,0.541,12.5,25.1,0.189,.514,0.558,14.0,25.7,0.245
222,2013-14,NOP,NBA,82,34,48,.415,-2.71,0.73,-1.98,92.2,107.2,110.1,.495,0.537,12.9,26.9,0.220,.515,0.558,13.6,26.2,0.249
223,2013-14,MIN,NBA,82,40,42,.488,2.67,0.43,3.10,97.3,108.9,106.2,.486,0.535,12.2,27.4,0.249,.518,0.550,14.8,25.6,0.177
224,2013-14,MIL,NBA,82,15,67,.183,-8.18,-0.23,-8.41,91.8,103.0,111.8,.479,0.519,14.1,27.1,0.204,.520,0.559,13.2,28.6,0.225
225,2013-14,MIA*,NBA,82,54,28,.659,4.76,-0.61,4.15,91.2,110.9,105.8,.554,0.590,14.6,20.6,0.228,.511,0.549,15.8,27.0,0.212
226,2013-14,MEM*,NBA,82,50,32,.610,1.57,0.61,2.18,89.9,106.3,104.6,.494,0.529,13.1,28.3,0.184,.497,0.535,13.8,24.3,0.199
227,2013-14,LAL,NBA,82,27,55,.329,-6.29,0.96,-5.33,98.7,104.2,110.6,.505,0.542,13.7,20.2,0.199,.513,0.546,12.4,29.0,0.192
228,2013-14,LAC*,NBA,82,57,25,.695,6.98,0.30,7.27,95.9,112.1,104.8,.526,0.567,12.7,25.0,0.258,.484,0.527,13.8,27.5,0.222
229,2013-14,IND*,NBA,82,56,26,.683,4.40,-0.77,3.63,92.5,104.1,99.3,.490,0.535,14.3,24.9,0.226,.460,0.501,12.9,23.2,0.197
230,2013-14,HOU*,NBA,82,54,28,.659,4.56,0.50,5.06,96.3,111.0,106.3,.531,0.571,14.6,27.4,0.275,.489,0.527,12.5,25.9,0.193
231,2013-14,GSW*,NBA,82,51,31,.622,4.80,0.34,5.15,96.2,107.5,102.6,.517,0.550,13.8,25.1,0.186,.477,0.522,13.6,23.7,0.224
232,2013-14,DET,NBA,82,29,53,.354,-3.66,-0.48,-4.13,94.9,105.9,109.7,.482,0.514,12.9,31.4,0.199,.520,0.559,13.8,26.6,0.218
233,2013-14,DEN,NBA,82,36,46,.439,-2.15,0.75,-1.40,98.1,106.0,108.2,.497,0.536,14.0,27.5,0.222,.500,0.543,12.8,25.5,0.233
234,2013-14,DAL*,NBA,82,49,33,.598,2.40,0.50,2.91,93.5,111.2,108.7,.526,0.564,12.7,24.6,0.201,.515,0.555,14.8,27.3,0.229
235,2013-14,CLE,NBA,82,33,49,.402,-3.29,-0.57,-3.86,93.1,104.2,107.7,.479,0.518,13.0,27.2,0.201,.508,0.545,13.0,24.2,0.199
236,2013-14,CHI*,NBA,82,48,34,.585,1.85,-0.66,1.20,90.2,102.5,100.5,.471,0.518,14.2,27.2,0.226,.471,0.509,13.7,24.6,0.189
237,2013-14,CHA*,NBA,82,43,39,.524,-0.22,-0.67,-0.89,92.4,103.6,103.8,.481,0.522,11.7,21.9,0.219,.491,0.526,12.6,22.4,0.183
238,2013-14,BRK*,NBA,82,44,38,.537,-1.00,-0.58,-1.58,91.4,106.7,107.7,.514,0.555,14.1,21.7,0.236,.509,0.551,14.9,27.7,0.236
239,2013-14,BOS,NBA,82,25,57,.305,-4.46,-0.51,-4.97,93.3,102.9,107.7,.477,0.517,14.2,27.4,0.193,.505,0.547,13.4,25.8,0.227
240,2013-14,ATL*,NBA,82,38,44,.463,-0.48,-0.40,-0.88,94.6,105.9,106.4,.515,0.554,14.3,21.0,0.208,.510,0.545,14.0,25.6,0.196
241,2012-13,WAS,NBA,82,29,53,.354,-2.54,-0.25,-2.78,92.2,100.2,103.0,.475,0.512,14.2,24.6,0.191,.483,0.522,13.7,25.4,0.206
242,2012-13,UTA,NBA,82,43,39,.524,-0.09,0.38,0.30,90.9,106.7,106.8,.492,0.533,13.8,28.8,0.214,.501,0.543,14.0,26.8,0.226
243,2012-13,TOR,NBA,82,34,48,.415,-1.48,-0.48,-1.96,90.4,105.9,107.5,.488,0.532,13.0,25.5,0.216,.500,0.544,13.6,26.6,0.247
244,2012-13,SAS*,NBA,82,58,24,.707,6.40,0.27,6.67,94.2,108.3,101.6,.531,0.568,14.0,20.5,0.204,.480,0.516,13.7,25.1,0.179
245,2012-13,SAC,NBA,82,28,54,.341,-4.88,0.62,-4.26,93.6,106.2,111.4,.491,0.532,13.4,26.6,0.208,.517,0.560,13.6,29.0,0.227
246,2012-13,POR,NBA,82,33,49,.402,-3.17,0.65,-2.53,91.4,105.8,109.2,.498,0.536,13.9,25.3,0.194,.512,0.547,12.5,26.7,0.189
247,2012-13,PHO,NBA,82,25,57,.305,-6.46,0.71,-5.75,93.4,101.2,108.1,.477,0.512,14.3,27.0,0.174,.512,0.549,14.2,28.1,0.208
248,2012-13,PHI,NBA,82,34,48,.415,-3.34,-0.17,-3.51,91.0,102.0,105.7,.481,0.509,12.5,24.9,0.146,.495,0.534,13.7,26.6,0.200
249,2012-13,ORL,NBA,82,20,62,.244,-6.99,-0.14,-7.12,92.2,101.6,109.1,.485,0.514,13.7,25.4,0.149,.508,0.543,11.8,25.4,0.195
250,2012-13,OKC*,NBA,82,60,22,.732,9.21,-0.06,9.15,93.3,112.4,102.6,.527,0.580,14.4,26.7,0.280,.469,0.510,13.5,26.6,0.197
251,2012-13,NYK*,NBA,82,54,28,.659,4.23,-0.50,3.73,89.8,111.1,106.3,.515,0.550,11.7,25.6,0.196,.508,0.548,14.8,25.3,0.216
252,2012-13,NOH,NBA,82,27,55,.329,-3.87,0.75,-3.12,88.5,105.7,110.1,.489,0.528,14.0,29.2,0.193,.520,0.557,13.1,25.6,0.208
253,2012-13,MIN,NBA,82,31,51,.378,-2.37,0.54,-1.83,92.8,102.9,105.4,.473,0.516,13.8,27.4,0.226,.511,0.545,15.0,26.0,0.187
254,2012-13,MIL*,NBA,82,38,44,.463,-1.50,-0.33,-1.83,94.7,103.6,105.2,.476,0.510,12.7,27.9,0.174,.492,0.531,14.4,28.7,0.201
255,2012-13,MIA*,NBA,82,66,16,.805,7.87,-0.84,7.03,90.7,112.3,103.7,.552,0.588,13.7,22.2,0.224,.487,0.527,14.8,27.0,0.200
256,2012-13,MEM*,NBA,82,56,26,.683,4.15,0.18,4.32,88.4,104.9,100.3,.472,0.514,13.3,31.0,0.202,.475,0.516,15.2,25.7,0.209
257,2012-13,LAL*,NBA,82,45,37,.549,1.16,0.32,1.48,94.4,107.8,106.6,.512,0.548,13.9,27.0,0.239,.496,0.526,11.9,25.7,0.163
258,2012-13,LAC*,NBA,82,56,26,.683,6.45,-0.02,6.43,91.1,110.6,103.6,.526,0.557,13.9,28.8,0.203,.492,0.535,15.4,26.5,0.229
259,2012-13,IND*,NBA,81,49,32,.605,4.02,-0.69,3.34,90.2,104.3,99.8,.479,0.521,14.3,30.3,0.219,.453,0.495,12.9,25.4,0.197
260,2012-13,HOU*,NBA,82,45,37,.549,3.48,0.22,3.69,96.1,109.7,106.1,.525,0.564,14.9,26.4,0.232,.502,0.540,13.5,24.8,0.196
261,2012-13,GSW*,NBA,82,47,35,.573,0.89,0.42,1.32,94.5,106.4,105.5,.506,0.545,14.0,25.4,0.201,.486,0.526,12.4,24.5,0.211
262,2012-13,DET,NBA,82,29,53,.354,-3.99,-0.34,-4.33,90.8,103.8,108.1,.487,0.521,14.3,28.3,0.197,.505,0.543,13.1,27.0,0.209
263,2012-13,DEN*,NBA,82,57,25,.695,5.09,0.28,5.37,95.1,110.4,105.1,.515,0.549,13.6,31.4,0.216,.493,0.528,14.3,28.2,0.193
264,2012-13,DAL,NBA,82,41,41,.500,-0.60,0.36,-0.24,94.1,105.9,106.5,.506,0.544,13.0,21.8,0.192,.492,0.534,13.3,26.9,0.227
265,2012-13,CLE,NBA,82,24,58,.293,-4.68,-0.19,-4.87,92.3,104.3,109.4,.473,0.514,13.0,28.1,0.200,.523,0.561,14.4,27.4,0.225
266,2012-13,CHI*,NBA,82,45,37,.549,0.32,-0.33,-0.02,89.3,103.5,103.2,.470,0.512,13.6,29.4,0.201,.477,0.517,13.2,26.4,0.206
267,2012-13,CHA,NBA,82,21,61,.256,-9.23,-0.06,-9.29,91.5,101.5,111.5,.460,0.507,13.2,25.7,0.233,.524,0.558,13.2,28.9,0.197
268,2012-13,BRK*,NBA,82,49,33,.598,1.78,-0.53,1.25,88.8,108.2,106.2,.498,0.536,14.0,30.9,0.219,.503,0.534,13.1,26.3,0.174
269,2012-13,BOS*,NBA,81,41,40,.506,-0.22,-0.40,-0.62,91.7,103.1,103.3,.503,0.542,14.1,20.1,0.204,.482,0.523,14.2,26.7,0.216
270,2012-13,ATL*,NBA,82,44,38,.537,0.40,-0.48,-0.08,92.6,104.8,104.4,.517,0.546,14.2,22.2,0.174,.496,0.531,14.2,26.4,0.181
271,2011-12,WAS,NBA,66,20,46,.303,-4.80,-0.34,-5.14,92.5,101.0,106.2,.472,0.508,14.2,27.3,0.184,.492,0.536,14.2,29.1,0.229
272,2011-12,UTA*,NBA,66,36,30,.545,0.62,0.30,0.92,91.4,106.8,106.1,.481,0.525,13.0,30.2,0.227,.493,0.538,13.8,26.2,0.245
273,2011-12,TOR,NBA,66,23,43,.348,-3.30,-0.36,-3.67,89.3,100.8,104.5,.475,0.518,14.8,25.9,0.211,.475,0.524,12.8,24.6,0.260
274,2011-12,SAS*,NBA,66,50,16,.758,7.17,0.11,7.28,92.9,110.9,103.2,.528,0.562,12.8,25.1,0.195,.489,0.522,12.9,24.0,0.168
275,2011-12,SAC,NBA,66,22,44,.333,-5.68,0.73,-4.95,94.7,103.8,109.8,.472,0.510,13.0,29.1,0.197,.515,0.551,13.9,29.5,0.199
276,2011-12,POR,NBA,66,28,38,.424,-0.62,0.41,-0.22,91.2,105.7,106.4,.488,0.531,13.4,26.3,0.209,.504,0.540,14.1,27.2,0.199
277,2011-12,PHO,NBA,66,33,33,.500,-0.24,0.53,0.29,92.6,106.2,106.5,.499,0.536,13.3,25.8,0.194,.491,0.530,13.1,28.3,0.200
278,2011-12,PHI*,NBA,66,35,31,.530,4.24,-0.65,3.59,89.7,103.9,99.2,.480,0.511,10.9,24.4,0.161,.460,0.500,13.5,24.8,0.192
279,2011-12,ORL*,NBA,66,37,29,.561,0.79,-0.33,0.46,89.0,105.0,104.1,.506,0.533,14.5,26.5,0.193,.488,0.526,12.9,24.5,0.190
280,2011-12,OKC*,NBA,66,47,19,.712,6.12,0.32,6.44,93.0,109.8,103.2,.516,0.567,15.3,27.8,0.269,.465,0.508,13.0,27.9,0.207
281,2011-12,NYK*,NBA,66,36,30,.545,3.20,-0.81,2.39,93.2,104.4,101.0,.492,0.533,14.9,26.6,0.227,.485,0.526,15.9,26.3,0.224
282,2011-12,NOH,NBA,66,21,45,.318,-3.76,0.65,-3.11,88.3,100.9,105.1,.476,0.517,15.2,27.5,0.207,.485,0.528,13.5,26.9,0.218
283,2011-12,NJN,NBA,66,22,44,.333,-5.98,-0.39,-6.37,90.1,102.9,109.6,.473,0.516,14.3,27.8,0.209,.513,0.549,13.7,29.3,0.209
284,2011-12,MIN,NBA,66,26,40,.394,-2.20,0.37,-1.83,93.3,104.3,106.6,.477,0.524,14.0,27.5,0.236,.491,0.527,12.2,27.0,0.187
285,2011-12,MIL,NBA,66,31,35,.470,0.27,-0.50,-0.23,93.7,105.5,105.2,.481,0.521,12.9,27.7,0.194,.489,0.532,14.6,29.1,0.217
286,2011-12,MIA*,NBA,66,46,20,.697,5.98,-0.27,5.72,91.2,106.6,100.2,.505,0.549,14.5,26.6,0.238,.479,0.517,15.8,26.1,0.200
287,2011-12,MEM*,NBA,66,41,25,.621,2.02,0.42,2.43,90.8,104.0,101.8,.473,0.515,13.6,29.8,0.211,.485,0.529,16.3,27.3,0.227
288,2011-12,LAL*,NBA,66,41,25,.621,1.42,0.54,1.96,90.5,106.0,104.4,.491,0.534,14.2,29.1,0.226,.476,0.507,10.7,25.2,0.158
289,2011-12,LAC*,NBA,66,40,26,.606,2.56,0.26,2.82,89.2,108.5,105.7,.502,0.533,12.7,29.5,0.195,.492,0.537,14.2,26.8,0.245
290,2011-12,IND*,NBA,66,42,24,.636,3.30,-0.71,2.60,90.7,106.7,103.1,.474,0.526,13.1,29.2,0.251,.476,0.518,14.1,27.7,0.222
291,2011-12,HOU,NBA,66,34,32,.515,0.23,0.35,0.57,91.7,105.5,105.2,.492,0.529,13.5,27.5,0.184,.490,0.531,13.8,26.6,0.210
292,2011-12,GSW,NBA,66,23,43,.348,-3.41,0.62,-2.79,92.3,105.4,109.1,.505,0.539,13.3,22.9,0.175,.496,0.539,13.6,30.9,0.237
293,2011-12,DET,NBA,66,25,41,.379,-4.79,-0.40,-5.19,89.2,101.0,106.3,.468,0.510,15.0,28.1,0.210,.500,0.543,14.2,27.2,0.226
294,2011-12,DEN*,NBA,66,38,28,.576,2.88,0.29,3.16,94.2,109.2,106.2,.516,0.556,14.1,27.7,0.239,.508,0.542,14.3,25.7,0.185
295,2011-12,DAL*,NBA,66,36,30,.545,0.95,0.83,1.78,91.4,103.3,102.3,.489,0.527,13.4,23.4,0.190,.479,0.519,13.9,25.2,0.203
296,2011-12,CLE,NBA,66,21,45,.318,-7.20,-0.14,-7.34,91.3,101.1,108.9,.463,0.505,14.3,28.9,0.220,.508,0.544,13.1,27.8,0.202
297,2011-12,CHI*,NBA,66,50,16,.758,8.18,-0.76,7.43,89.1,107.4,98.3,.490,0.523,13.2,32.6,0.184,.450,0.486,12.8,25.7,0.175
298,2011-12,CHA,NBA,66,7,59,.106,-13.91,-0.05,-13.96,91.1,95.2,110.4,.439,0.483,13.9,23.6,0.206,.512,0.549,12.8,29.1,0.206
299,2011-12,BOS*,NBA,66,39,27,.591,2.52,-0.26,2.26,90.4,101.0,98.2,.496,0.535,14.7,19.7,0.200,.452,0.498,14.9,27.6,0.216
300,2011-12,ATL*,NBA,66,40,26,.606,3.44,-0.77,2.67,90.2,104.9,101.2,.500,0.535,13.4,23.9,0.192,.480,0.517,14.4,25.6,0.186
301,2010-11,WAS,NBA,82,23,59,.280,-7.40,0.11,-7.30,93.8,102.4,110.2,.471,0.513,13.9,28.0,0.216,.512,0.557,14.4,29.5,0.249
302,2010-11,UTA,NBA,82,39,43,.476,-1.83,0.39,-1.44,91.0,108.1,110.1,.498,0.544,13.5,27.0,0.241,.505,0.556,13.8,28.3,0.275
303,2010-11,TOR,NBA,82,22,60,.268,-6.28,0.01,-6.28,92.9,106.1,112.9,.491,0.533,13.7,28.2,0.221,.522,0.566,13.0,28.0,0.251
304,2010-11,SAS*,NBA,82,61,21,.744,5.71,0.16,5.86,92.3,111.8,105.6,.527,0.567,12.8,24.9,0.229,.491,0.528,12.6,25.4,0.190
305,2010-11,SAC,NBA,82,24,58,.293,-5.34,0.54,-4.80,95.2,103.5,109.0,.480,0.519,14.4,29.9,0.208,.513,0.555,13.5,25.6,0.233
306,2010-11,POR*,NBA,82,48,34,.585,1.52,0.32,1.85,87.9,108.8,107.1,.486,0.533,12.6,29.5,0.224,.510,0.552,15.4,28.0,0.231
307,2010-11,PHO,NBA,82,40,42,.488,-0.89,0.43,-0.46,94.4,109.5,110.4,.522,0.559,13.2,23.7,0.215,.513,0.551,13.1,28.4,0.211
308,2010-11,PHI*,NBA,82,41,41,.500,1.50,-0.50,1.01,91.7,106.6,105.0,.494,0.535,12.3,24.6,0.210,.487,0.532,13.5,25.5,0.231
309,2010-11,ORL*,NBA,82,52,30,.634,5.46,-0.54,4.92,91.2,107.9,102.0,.521,0.554,14.3,26.1,0.227,.475,0.518,13.3,23.1,0.219
310,2010-11,OKC*,NBA,82,55,27,.671,3.79,0.02,3.81,92.7,111.2,107.2,.501,0.561,13.1,27.4,0.299,.493,0.535,12.9,26.4,0.228
311,2010-11,NYK*,NBA,82,42,40,.512,0.78,-0.30,0.48,95.6,110.9,110.1,.513,0.561,12.6,24.2,0.246,.511,0.554,13.8,28.1,0.240
312,2010-11,NOH*,NBA,82,46,36,.561,0.89,0.39,1.28,88.7,106.2,105.2,.493,0.537,12.8,25.1,0.226,.501,0.543,14.4,23.8,0.220
313,2010-11,NJN,NBA,82,24,58,.293,-6.24,-0.04,-6.28,89.9,103.1,109.9,.474,0.517,13.4,26.1,0.215,.503,0.547,11.8,25.8,0.241
314,2010-11,MIN,NBA,82,17,65,.207,-6.63,0.67,-5.97,96.5,104.2,111.1,.483,0.526,15.1,29.6,0.217,.514,0.560,13.1,26.3,0.251
